trading_coin,reference_coin,trade_type,profit_factor,profit_factor_quantile,total_cumulative_return,max_drawdown,last_year_drawdown,num_trades,sharpe_ratio,drawdown_quantile,passes_filter_1_drawdown,passes_filter_2_return,passes_filter_3_trades,passes_filter_4_statistical,passes_filter_5_2022,passes_all_filters
MKR,AAVE,long,1.5187,0.0000,3.3066,-0.3747,-0.3747,241,1.4213,0.0000,True,False,True,True,False,False
ENJ,ASR,short,1.5178,0.0000,6.7980,-0.4960,-0.1854,340,1.6568,0.0000,True,True,True,True,True,True
SAND,ETC,both,1.5172,0.0000,36.5132,-0.7410,-0.2223,476,1.4775,0.4000,False,True,True,True,True,False
SXP,NKN,short,1.5171,0.0000,5.2326,-0.3459,-0.3388,294,1.7586,0.0000,True,True,True,True,False,False
RUNE,YFI,short,1.5158,0.0000,5.4034,-0.5721,-0.3642,270,1.7676,0.0000,True,True,True,True,False,False
MKR,KAVA,both,1.5154,0.0000,34.1691,-0.6106,-0.2706,648,1.5171,0.0000,True,True,True,True,True,True
ETC,KNC,both,1.5150,0.0000,18.4835,-0.5603,-0.3396,514,1.1499,0.0000,True,True,True,True,False,False
EOS,KNC,short,1.5149,0.0000,3.6931,-0.5682,-0.1444,263,1.7526,0.0000,True,False,True,True,True,False
VET,AVA,short,1.5148,0.0000,4.9190,-0.3241,-0.2641,328,1.7148,0.0000,True,True,True,True,True,True
MKR,SXP,long,1.5147,0.0000,3.6222,-0.3539,-0.2441,271,1.5531,0.0000,True,False,True,True,True,False
RUNE,TFUEL,short,1.5145,0.0000,6.8169,-0.7425,-0.2557,303,1.3689,0.0000,False,True,True,True,True,False
LINK,HIVE,short,1.5144,0.0000,4.8247,-0.3326,-0.1932,308,1.7960,0.0000,True,True,True,True,True,True
ENJ,TRU,short,1.5137,0.0000,5.7015,-0.4799,-0.3191,299,1.8402,0.0000,True,True,True,True,False,False
SXP,ONG,short,1.5134,0.0000,4.9320,-0.4674,-0.2280,296,1.5820,0.0000,True,True,True,True,True,True
MKR,JST,short,1.5133,0.0000,3.7746,-0.5343,-0.2395,290,1.6607,0.0000,True,False,True,True,True,False
AAVE,AXS,long,1.5133,0.0000,6.0868,-0.4343,-0.2538,266,1.6316,0.0000,True,True,True,True,True,True
ZEN,IOTX,short,1.5131,0.0000,4.8601,-0.4756,-0.1327,259,1.9164,0.0000,True,True,True,True,True,True
MKR,BNB,long,1.5127,0.0000,4.4743,-0.4821,-0.2698,270,1.4567,0.0000,True,True,True,True,True,True
RUNE,XRP,long,1.5126,0.0000,8.3330,-0.6708,-0.3987,286,1.5278,0.0000,True,True,True,True,False,False
LINK,HBAR,long,1.5119,0.0000,10.8584,-0.4858,-0.2129,430,1.5804,0.0000,True,True,True,True,True,True
ADA,BTC,long,1.5115,0.0000,14.9368,-0.3322,-0.2771,460,1.7919,0.0000,True,True,True,True,True,True
RUNE,1INCH,both,1.5108,0.0000,68.8261,-0.6635,-0.3089,566,1.7004,0.0000,True,True,True,True,False,False
RUNE,HIVE,short,1.5105,0.0000,10.0020,-0.4964,-0.3507,334,1.8081,0.0000,True,True,True,True,False,False
RUNE,IOTX,both,1.5104,0.0000,102.5643,-0.5921,-0.2673,588,1.6972,0.0000,True,True,True,True,True,True
ZEN,KNC,short,1.5100,0.0000,6.0687,-0.4456,-0.2252,292,1.7620,0.0000,True,True,True,True,True,True
FIL,MTL,short,1.5083,0.0000,4.8072,-0.5756,-0.1950,302,1.8462,0.0000,True,True,True,True,True,True
MKR,CHZ,short,1.5074,0.0000,4.3365,-0.3137,-0.2190,295,1.9338,0.0000,True,True,True,True,True,True
MKR,DENT,long,1.5064,0.0000,3.6862,-0.4239,-0.2111,254,1.3463,0.0000,True,False,True,True,True,False
BAL,KMD,short,1.5061,0.0000,5.1081,-0.3059,-0.2512,319,1.8048,0.0000,True,True,True,True,True,True
RUNE,KAVA,short,1.5060,0.0000,8.8551,-0.5178,-0.2386,313,1.8208,0.0000,True,True,True,True,True,True
ETH,BTC,both,1.5059,0.0000,89.8728,-0.4134,-0.3212,772,1.7978,0.0000,True,True,True,True,False,False
BAL,THETA,short,1.5059,0.0000,3.5722,-0.5625,-0.2281,228,1.9049,0.0000,True,False,True,True,True,False
MKR,LTC,both,1.5056,0.0000,20.2017,-0.4353,-0.3905,538,1.4606,0.0000,True,True,True,True,False,False
MKR,KMD,long,1.5051,0.0000,4.4503,-0.4947,-0.3635,315,1.2376,0.0000,True,True,True,True,False,False
FIL,ZEN,short,1.5048,0.0000,3.3131,-0.3401,-0.2910,264,1.8298,0.0000,True,False,True,True,True,False
SNX,DCR,short,1.5022,0.0000,7.0461,-0.4586,-0.2818,324,1.8180,0.0000,True,True,True,True,True,True
BAL,ANKR,short,1.5016,0.0000,3.4628,-0.3712,-0.1853,263,1.5107,0.0000,True,False,True,True,True,False
MKR,ROSE,long,1.5015,0.0000,4.2317,-0.3964,-0.3964,298,1.2986,0.0000,True,True,True,True,False,False
SXP,COTI,short,1.5012,0.0000,4.1077,-0.5697,-0.2542,272,1.7705,0.0000,True,True,True,True,True,True
RUNE,OXT,long,1.4983,0.0000,10.0427,-0.4882,-0.3521,346,1.4790,0.0000,True,True,True,True,False,False
FIL,ADA,short,1.4983,0.0000,2.8854,-0.3702,-0.1686,235,1.5228,0.0000,True,False,True,True,True,False
BNT,ONT,short,1.4982,0.0000,2.0170,-0.4065,-0.1448,231,1.3927,0.0000,True,False,True,True,True,False
AAVE,BNB,short,1.4977,0.0000,3.7477,-0.2911,-0.2911,242,1.9652,0.0000,True,False,True,True,True,False
BEL,1INCH,short,1.4975,0.0000,4.7130,-0.6617,-0.3347,272,1.2307,0.4000,True,True,True,True,False,False
ETH,COTI,short,1.4970,0.0000,3.1464,-0.2385,-0.2385,268,1.8169,0.0000,True,False,True,True,True,False
RUNE,XTZ,long,1.4951,0.0000,7.9315,-0.5780,-0.2224,285,1.5960,0.0000,True,True,True,True,True,True
MKR,INJ,long,1.4951,0.0000,4.6504,-0.4132,-0.3584,318,1.3117,0.0000,True,True,True,True,False,False
RUNE,HIVE,both,1.4944,0.0000,117.9161,-0.7291,-0.3911,669,1.6418,0.0000,False,True,True,True,False,False
FLM,LRC,short,1.4943,0.0000,4.7840,-0.4675,-0.2239,259,1.6742,0.0000,True,True,True,True,True,True
RUNE,ANKR,short,1.4919,0.0000,4.7433,-0.3905,-0.3905,265,1.6671,0.0000,True,True,True,True,False,False
RUNE,ONG,long,1.4917,0.0000,9.5181,-0.6507,-0.3810,327,1.5236,0.0000,True,True,True,True,False,False
FIL,ONE,short,1.4916,0.0000,3.1183,-0.6244,-0.2066,248,1.5372,0.0000,True,False,True,True,True,False
BNB,EOS,long,1.4913,0.0000,10.0948,-0.6358,-0.3617,513,1.2641,0.0000,True,True,True,True,False,False
SXP,KNC,short,1.4910,0.0000,3.8345,-0.5258,-0.3130,263,1.6309,0.0000,True,False,True,True,False,False
EOS,DOT,short,1.4910,0.0000,2.0716,-0.4999,-0.3886,214,1.3023,0.0000,True,False,True,True,False,False
SXP,SKL,short,1.4908,0.0000,4.1741,-0.5148,-0.2215,280,1.5177,0.0000,True,True,True,True,True,True
CTXC,LTO,short,1.4907,0.0000,5.6769,-0.3923,-0.3221,291,1.5229,0.0000,True,True,True,True,False,False
YFI,CHR,short,1.4903,0.0000,4.0178,-0.3971,-0.3971,292,1.7298,0.0000,True,True,True,True,False,False
TRB,KAVA,short,1.4897,0.0000,7.3007,-0.6998,-0.2420,332,1.3442,0.0000,True,True,True,True,True,True
BCH,ASR,short,1.4894,0.0000,4.2380,-0.3741,-0.2381,339,1.6421,0.0000,True,True,True,True,True,True
MKR,ONT,short,1.4892,0.0000,3.9520,-0.4316,-0.2183,277,1.6761,0.0000,True,False,True,True,True,False
MKR,MTL,long,1.4887,0.0000,3.3694,-0.4411,-0.2597,288,1.2357,0.0000,True,False,True,True,True,False
ZEN,DENT,short,1.4878,0.0000,4.1356,-0.4515,-0.2158,259,1.6764,0.0000,True,True,True,True,True,True
RUNE,ROSE,long,1.4875,0.0000,7.3558,-0.4925,-0.3948,295,1.4882,0.0000,True,True,True,True,False,False
BNB,HIVE,both,1.4873,0.0000,12.1868,-0.6067,-0.3688,606,1.1869,0.0000,True,True,True,True,False,False
BNB,NEO,long,1.4863,0.0000,18.9883,-0.5789,-0.3752,632,1.2027,0.0000,True,True,True,True,False,False
BTC,TWT,short,1.4857,0.0000,1.6538,-0.2536,-0.1818,265,1.6333,0.0000,True,False,True,True,True,False
RSR,UTK,short,1.4848,0.0000,6.2800,-0.5466,-0.3803,326,1.5079,0.0000,True,True,True,True,False,False
BTC,TRU,short,1.4848,0.0000,2.1165,-0.2690,-0.2690,307,1.7627,0.0000,True,False,True,True,True,False
RUNE,TFUEL,both,1.4843,0.0000,57.8745,-0.6660,-0.3562,606,1.3932,0.0000,True,True,True,True,False,False
MBL,UTK,short,1.4838,0.0000,5.1625,-0.3635,-0.3609,328,1.4927,0.0000,True,True,True,True,False,False
MKR,STORJ,long,1.4836,0.0000,3.8716,-0.3970,-0.2312,288,1.3320,0.0000,True,False,True,True,True,False
MKR,SUSHI,long,1.4829,0.0000,3.3548,-0.5288,-0.2855,260,1.4251,0.0000,True,False,True,True,True,False
RUNE,ARPA,long,1.4827,0.0000,7.6119,-0.6459,-0.3282,282,1.5103,0.0000,True,True,True,True,False,False
CRV,RIF,long,1.4820,0.0000,7.9209,-0.6180,-0.3875,311,1.4445,0.0000,True,True,True,True,False,False
MKR,RLC,long,1.4819,0.0000,3.7578,-0.3947,-0.2588,297,1.4340,0.0000,True,False,True,True,True,False
MKR,HOT,long,1.4810,0.0000,3.4162,-0.3730,-0.2484,245,1.3453,0.0000,True,False,True,True,True,False
FIL,ZRX,long,1.4809,0.0000,2.6590,-0.6838,-0.3773,242,1.2077,0.0000,True,False,True,True,False,False
IOTX,1INCH,short,1.4807,0.0000,4.8457,-0.7290,-0.3189,258,1.4698,0.6000,False,True,True,True,False,False
FIL,NEAR,short,1.4798,0.0000,2.9361,-0.3670,-0.2059,261,1.4448,0.0000,True,False,True,True,True,False
BAL,HBAR,short,1.4786,0.0000,4.1477,-0.3731,-0.3731,276,1.6677,0.0000,True,True,True,True,False,False
BAL,UTK,short,1.4785,0.0000,5.1023,-0.4174,-0.2326,316,1.6327,0.0000,True,True,True,True,True,True
DATA,AXS,short,1.4783,0.0000,4.0637,-0.4936,-0.3547,276,1.4231,0.0000,True,True,True,True,False,False
MKR,ARDR,long,1.4782,0.0000,3.9647,-0.4554,-0.3298,295,1.2590,0.0000,True,False,True,True,False,False
MKR,BAL,long,1.4776,0.0000,3.2810,-0.3818,-0.3053,251,1.3823,0.0000,True,False,True,True,False,False
RSR,HIVE,short,1.4770,0.0000,8.3328,-0.3481,-0.3121,328,1.6369,0.0000,True,True,True,True,False,False
RSR,STRAX,short,1.4768,0.0000,7.7901,-0.5242,-0.2508,339,1.7967,0.0000,True,True,True,True,True,True
BAL,HIVE,short,1.4766,0.0000,5.5318,-0.5083,-0.1536,326,1.6332,0.0000,True,True,True,True,True,True
CHR,EOS,short,1.4761,0.0000,5.7704,-0.5379,-0.3480,257,1.7737,0.0000,True,True,True,True,False,False
RUNE,IOTX,short,1.4752,0.0000,6.8666,-0.3992,-0.1774,295,1.6414,0.0000,True,True,True,True,True,True
MKR,LINK,long,1.4750,0.0000,3.0920,-0.3873,-0.2652,259,1.2507,0.0000,True,False,True,True,True,False
MKR,IOTX,long,1.4745,0.0000,3.5239,-0.4638,-0.2962,294,1.3082,0.0000,True,False,True,True,True,False
SXP,TRU,short,1.4745,0.0000,4.7582,-0.4791,-0.2044,309,1.5454,0.0000,True,True,True,True,True,True
MKR,AUDIO,long,1.4743,0.0000,3.5314,-0.5237,-0.3699,296,1.2897,0.0000,True,False,True,True,False,False
BTC,STRAX,short,1.4732,0.0000,1.8644,-0.2152,-0.2127,308,1.6737,0.0000,True,False,True,True,True,False
SXP,HIVE,short,1.4726,0.0000,5.1060,-0.6432,-0.1927,310,1.5405,0.0000,True,True,True,True,True,True
RUNE,NEO,long,1.4715,0.0000,5.9283,-0.7027,-0.2929,266,1.4226,0.0000,False,True,True,True,True,False
FIL,UNI,short,1.4714,0.0000,3.0257,-0.3679,-0.2634,277,1.5856,0.0000,True,False,True,True,True,False
AAVE,RLC,short,1.4714,0.0000,4.2656,-0.4043,-0.2153,293,1.7074,0.0000,True,True,True,True,True,True
GRT,VET,short,1.4710,0.0000,3.4519,-0.5758,-0.2539,228,1.6891,0.0000,True,False,True,True,True,False
KSM,CHZ,short,1.4707,0.0000,3.8668,-0.6492,-0.2188,272,1.7863,0.0000,True,False,True,True,True,False
RUNE,ALGO,both,1.4706,0.0000,54.6790,-0.5273,-0.3112,551,1.5259,0.0000,True,True,True,True,False,False
